arm,split,mode,step,image_count,eligible_image_count,mae_m,bias_m,mean_image_std_ratio,below_min_fraction,foreground_mae_m,foreground_bias_m,foreground_pred_std_m,foreground_gt_std_m,foreground_mean_image_std_ratio,flat_image_fraction,local_contrast_ratio,local_slope,local_correlation,local_difference_mae_m,sigmoid_derivative_mean
QC_no_E,train,train,400,16,16,0.002598682971438393,0.0004585718392036142,1.0022955276236305,0.0,0.003640826224000193,2.725463673414197e-06,0.04348404356278479,0.04331311653368175,1.0038692684407933,0.0,0.9765565676127284,0.6687387485065368,0.6902553681943234,0.0020705765709863044,0.24262486677616835
QC_no_E,train,train,500,16,16,0.0026777949678944424,-0.0006870872066429001,0.9873110133825161,0.0,0.0041075508488575,-0.0007125350452952262,0.04213357111439109,0.04331311653368175,0.9732936676408824,0.0,0.9885960741970924,0.6620961175465698,0.6717346927523729,0.002166702295653522,0.2425829228013754
QC_no_E,validation_test_seen,eval,0,32,32,0.00393119957880117,0.0008521096053755173,0.9830716099238251,0.0,0.007355519541306421,0.0013392770722475689,0.04165380430640653,0.04316521727014333,0.9673891580699109,0.0,1.0186962460515177,0.6369977162820093,0.6285702924571466,0.002279904354509199,0.24357456481084228
QC_no_E,validation_test_seen,eval,100,32,32,0.004778825015819166,0.0023636136352251924,0.9999004701728056,0.0,0.00797369153588079,0.0033400701819914502,0.04252334451302886,0.04316521727014333,0.9885561257688825,0.0,1.0184150772285745,0.6326287110099228,0.6232480814187522,0.002419925651338417,0.24363794503733516
QC_no_E,validation_test_seen,eval,200,32,32,0.004892658755125012,0.0019012965549336514,0.9730396549114433,0.0,0.008260366987087764,0.00226037212902952,0.04133655485929921,0.04316521727014333,0.9606340140363052,0.0,1.0533686205420105,0.6551251589533421,0.624887649327167,0.0025009188138938043,0.2437606560997665
QC_no_E,validation_test_seen,eval,300,32,32,0.0044947870264877565,0.000754230456550431,1.011495732622399,0.0,0.007795538418577053,-0.00012674523259192938,0.04215032188221812,0.04316521727014333,0.9799697783764807,0.0,1.0535844293218757,0.6428950728005661,0.6107259860298113,0.002539321743824985,0.24338711518794298
QC_no_E,validation_test_seen,eval,400,32,32,0.0045292564609553665,0.0015459611007031526,0.9965245409215296,0.0,0.00785229349276051,0.0016695412626859252,0.04277916741557419,0.04316521727014333,0.9935636988662522,0.0,1.0301887732865636,0.6398817068074673,0.6236569982169605,0.002449750631058123,0.24356546252965927
QC_no_E,validation_test_seen,eval,500,32,32,0.0041909521678462625,0.0001374795369883941,0.9782751552924996,0.0,0.007894005582784303,0.0006681737401095234,0.041450667078606784,0.04316521727014333,0.9641310600516149,0.0,1.038735136744055,0.6256341239880407,0.6021988862453798,0.002520727415685542,0.24351543234661222
QC_no_E,validation_test_seen,train,0,32,32,0.00393119957880117,0.0008521096053755173,0.9830716099238251,0.0,0.007355519541306421,0.0013392770722475689,0.04165380430640653,0.04316521727014333,0.9673891580699109,0.0,1.0186962460515177,0.6369977162820093,0.6285702924571466,0.002279904354509199,0.24357456481084228
QC_no_E,validation_test_seen,train,100,32,32,0.004778825015819166,0.0023636136352251924,0.9999004701728056,0.0,0.00797369153588079,0.0033400701819914502,0.04252334451302886,0.04316521727014333,0.9885561257688825,0.0,1.0184150772285745,0.6326287110099228,0.6232480814187522,0.002419925651338417,0.24363794503733516
QC_no_E,validation_test_seen,train,200,32,32,0.004892658755125012,0.0019012965549336514,0.9730396549114433,0.0,0.008260366987087764,0.00226037212902952,0.04133655485929921,0.04316521727014333,0.9606340140363052,0.0,1.0533686205420105,0.6551251589533421,0.624887649327167,0.0025009188138938043,0.2437606560997665
QC_no_E,validation_test_seen,train,300,32,32,0.0044947870264877565,0.000754230456550431,1.011495732622399,0.0,0.007795538418577053,-0.00012674523259192938,0.04215032188221812,0.04316521727014333,0.9799697783764807,0.0,1.0535844293218757,0.6428950728005661,0.6107259860298113,0.002539321743824985,0.24338711518794298
QC_no_E,validation_test_seen,train,400,32,32,0.0045292564609553665,0.0015459611007031526,0.9965245409215296,0.0,0.00785229349276051,0.0016695412626859252,0.04277916741557419,0.04316521727014333,0.9935636988662522,0.0,1.0301887732865636,0.6398817068074673,0.6236569982169605,0.002449750631058123,0.24356546252965927
