arm,split,mode,step,image_count,eligible_image_count,mae_m,bias_m,mean_image_std_ratio,below_min_fraction,foreground_mae_m,foreground_bias_m,foreground_pred_std_m,foreground_gt_std_m,foreground_mean_image_std_ratio,flat_image_fraction,local_contrast_ratio,local_slope,local_correlation,local_difference_mae_m,sigmoid_derivative_mean
D0,validation_test_seen,train,500,32,32,0.004000971530331299,-5.09184023940179e-05,0.9837225548597414,0.0,0.0073331574676558375,0.00045711374241363956,0.042340594867710024,0.04316521727014333,0.982643976538272,0.0,0.9858029226981928,0.6217447124579931,0.6305683021068337,0.002305442190845497,0.24345975648611784
D0,validation_test_seen,train,600,32,32,0.004497266258113086,-0.0013316050237222044,0.9710729801737423,0.0,0.007873269976698793,-0.0012322741877142107,0.04191259725484997,0.04316521727014333,0.9718124024315434,0.0,1.0438277628035508,0.6518498263185338,0.6262374483671957,0.0024258616722363513,0.2433872250840068
D0,validation_test_seen,train,700,32,32,0.004366632005257998,-2.1013068362663034e-05,1.0040554017401855,0.0,0.007568986286059953,-0.0006080157202177361,0.04197258088970557,0.04316521727014333,0.9761189330726583,0.0,1.0230780114551894,0.6412751052889013,0.6270085948508196,0.0023752858869556803,0.24333422631025314
D0,validation_test_seen,train,800,32,32,0.004168196115642786,-3.716678861565015e-06,0.9670629072357579,0.0,0.007706118878559209,0.0012168959201517282,0.04080924269510433,0.04316521727014333,0.9481304777555472,0.0,1.038278982589379,0.6322902811344592,0.612138821532141,0.0024141790127032436,0.2435791790485382
D0,validation_test_seen,train,900,32,32,0.004462354692805093,0.000782424311688068,1.0097531147947156,0.0,0.00746190694917459,0.0003462465291832473,0.0428760705399327,0.04316521727014333,0.9966208246887929,0.0,1.0271143615574243,0.6478380367331875,0.63207148201199,0.0023754382091283333,0.24339107051491737
D0,validation_test_seen,train,1000,32,32,0.004959637684805784,0.0024235407274773024,0.9788799688694698,0.0,0.00784298918733839,0.0028884227954222297,0.04174850508570671,0.04316521727014333,0.9700463841038387,0.0,1.0415858746989755,0.6494537784853961,0.6258695865629973,0.0023896789534774143,0.24376886989921331
D1,train,eval,0,16,16,0.0018564014389994554,-0.00010113828636804101,0.9931656690085988,0.0,0.002609898721857462,-0.0003212297012851195,0.043050738517194986,0.04331311653368175,0.9927904954915647,0.0,0.9642980242867437,0.6827081530860779,0.7113498784793268,0.0018042649535345845,0.2426141845062375
D1,train,eval,50,16,16,0.0067549573723226786,0.0017370101804772275,0.9921866850304691,0.0,0.012981602863874286,0.004708756311856632,0.04372205724939704,0.04331311653368175,1.019769832826216,0.0,1.4573142592542192,0.7462164795411799,0.517274255222809,0.0044457254552980885,0.24289643671363592
D1,train,eval,100,16,16,0.019360576290637255,0.010631233630192582,0.8806523400435611,0.0,0.03997338638873771,0.03467046678997576,0.03528252022806555,0.04331311653368175,0.831626655815393,0.0,1.3973439324553236,-0.015963823286373375,0.011279078392196228,0.007166466733906418,0.2447013771161437
D1,train,eval,200,16,16,0.01145709806587547,-0.00041108096775133163,0.9749415116607167,0.0,0.022915375709999353,-0.001558182975713862,0.0317972342018038,0.04331311653368175,0.7494723985051019,0.0,1.0370734595314366,0.4997984897604399,0.48455693725537735,0.003775961959036067,0.24279929790645838
D1,train,eval,300,16,16,0.00972685869783163,0.003382672770840145,0.9260137433207073,0.0,0.01930930168600753,0.010292901807133603,0.033540770527906716,0.04331311653368175,0.7914213496580011,0.0,1.0252505230814817,0.44390806974613456,0.4467394294911802,0.003764595356187783,0.24359894171357155
D1,train,eval,400,16,16,0.011614835966611281,0.0045134467427487834,0.9064615530835124,0.0,0.023465696489438415,0.014872695894155186,0.03425295010674745,0.04331311653368175,0.8113286409184621,0.0,0.7800498112857828,0.39342300779090145,0.5057368311050173,0.0035649438650580123,0.24385299254208803
