source_step,target_loss,branch,split,mode,images,global_grad_preclip,clip_coefficient,depth_parameter_update_l2,valid_mae_m,valid_bias_m,foreground_mae_m,foreground_bias_m,background_mae_m,background_bias_m,local_slope,local_correlation,local_contrast_ratio,local_difference_mae,sigmoid_derivative_mean,sigmoid_extreme_fraction,delta_valid_mae_m_from_before_optimizer,delta_valid_bias_m_from_before_optimizer,delta_foreground_mae_m_from_before_optimizer,delta_foreground_bias_m_from_before_optimizer,delta_background_mae_m_from_before_optimizer,delta_background_bias_m_from_before_optimizer,delta_local_slope_from_before_optimizer,delta_local_correlation_from_before_optimizer,delta_local_contrast_ratio_from_before_optimizer,delta_local_difference_mae_from_before_optimizer,delta_sigmoid_derivative_mean_from_before_optimizer,delta_sigmoid_extreme_fraction_from_before_optimizer,delta_valid_mae_m_from_normal_A,delta_valid_bias_m_from_normal_A,delta_foreground_mae_m_from_normal_A,delta_foreground_bias_m_from_normal_A,delta_background_mae_m_from_normal_A,delta_background_bias_m_from_normal_A,delta_local_slope_from_normal_A,delta_local_correlation_from_normal_A,delta_local_contrast_ratio_from_normal_A,delta_local_difference_mae_from_normal_A,delta_sigmoid_derivative_mean_from_normal_A,delta_sigmoid_extreme_fraction_from_normal_A,images_with_lower_mae_than_normal_A
300,view,normal_B,validation_test_seen,eval,32,4.422872543334961,0.22609736025333405,0.08321255353970436,0.00852705338911619,0.001382213995782422,0.01809094296186231,0.005483655529133102,0.004047377296956256,-0.0006401992707196769,0.4722338772847035,0.43778329398260785,1.067210700635444,0.003761178108106833,0.2437750855460763,0.0,2.4484412278980017e-05,-0.00029658785052788517,-6.968581874389201e-05,-0.0003373624367668526,6.729726010235026e-05,-0.0002724262411675227,0.009030358866515686,0.00643036485228239,0.0040556371140160925,4.349145456217229e-06,-4.9340538680553436e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
300,view,remove_fixed_clip,train,eval,16,4.409341335296631,0.22609736025333405,0.08319068423110293,0.009709514153655618,0.003201015988452127,0.019211635371902958,0.010173024595587776,0.003983041038736701,-0.0013281453675517696,0.4505520649156058,0.4532096175614765,1.0242091201407657,0.0037539116019615903,0.2435769997537136,0.0,-1.7344544176012278e-05,-0.00018165678238801775,-9.766631410457194e-05,-0.00011987721154582687,3.629075945354998e-05,-0.00020817168206122005,0.006643995169471227,0.0064701880702963295,-0.0010414029407159672,-1.0683754226192832e-05,-2.1941959857940674e-05,0.0,-1.4970690244808793e-05,0.00011764129521907307,8.716134470887482e-05,0.00024412016273345216,-8.283500210382044e-05,4.0011504552239785e-05,-0.0020333786082979057,-0.0003741989348675385,-0.0034993953457355814,-7.994152838364244e-06,3.083515912294388e-05,0.0,10
300,view,remove_fixed_clip,validation_test_seen,eval,32,4.409341335296631,0.22609736025333405,0.08319068423110293,0.00848239436163567,0.0014922074899459403,0.018118204054189846,0.0057466890468731435,0.003967404831200838,-0.0006044305632713076,0.469776768677823,0.43732936601393657,1.0629627733816491,0.0037513720089918934,0.24380517611280084,0.0,-2.017461520154029e-05,-0.00018659435636436683,-4.242472641635686e-05,-7.432891902681149e-05,-1.2675205653067678e-05,-0.00023665753371915343,0.006573250259635163,0.005976436883611092,-0.00019229013977876616,-5.456953658722341e-06,-1.9249971956014633e-05,0.0,-4.465902748052031e-05,0.00010999349416351833,2.7261092327535152e-05,0.00026303351774004113,-7.997246575541794e-05,3.576870744836924e-05,-0.0024571086068805228,-0.0004539279686712975,-0.004247927253794859,-9.80609911493957e-06,3.0090566724538803e-05,0.0,27
300,view,remove_recomputed_clip,train,eval,16,4.409341335296631,0.22679118812084198,0.08320340283739354,0.009709326608572155,0.003200964726602251,0.01921178464544937,0.010173415418648801,0.003982632973929867,-0.0013284657761687413,0.45054729473189525,0.4532099279921131,1.024197662654012,0.0037538916658377275,0.2435770807787776,0.0,-1.753208925947547e-05,-0.00018170804423789377,-9.751704055815935e-05,-0.00011948638848480186,3.588269464671612e-05,-0.00020849209067819174,0.006639224985760705,0.0064704985009329755,-0.001052860427469611,-1.0703690350055695e-05,-2.1860934793949127e-05,0.0,-1.5158235328271985e-05,0.00011759003336919704,8.731061825528741e-05,0.00024451098579447716,-8.32430669106543e-05,3.9691095935268095e-05,-0.0020381487920084276,-0.00037388850423089245,-0.003510852832489225,-8.014088962227106e-06,3.0916184186935425e-05,0.0,10
300,view,remove_recomputed_clip,validation_test_seen,eval,32,4.409341335296631,0.22679118812084198,0.08320340283739354,0.00848207701346837,0.0014920987282778242,0.018118237174348906,0.005747084773474853,0.003966914075135719,-0.0006047841101235463,0.4697723318940599,0.43733017469468194,1.062950568625548,0.0037513458300963975,0.24380524968728423,0.0,-2.0491963368840516e-05,-0.00018670311803248296,-4.23916062572971e-05,-7.393319242510188e-05,-1.3165961718186736e-05,-0.00023701108057139209,0.006568813475872084,0.005977245564356461,-0.00020449489587986633,-5.483132554218173e-06,-1.917639747262001e-05,0.0,-4.497637564782053e-05,0.0001098847324954022,2.7294212486594915e-05,0.00026342924434175075,-8.0463221820537e-05,3.541516059613059e-05,-0.0024615453906436024,-0.00045311928792592885,-0.004260132009895959,-9.832278010435402e-06,3.0164141207933426e-05,0.0,27
400,view,normal_A,train,eval,16,6.884824275970459,0.1452469676733017,0.0745920544133537,0.011506781011121348,0.003566960775060579,0.023022621811833233,0.012262357895451714,0.00452574212977197,-0.0018479268728697207,0.41248939326181316,0.5053559933372557,0.8185210593561116,0.003645424949354492,0.2436581365764141,0.0,-0.00010805495548993349,-0.0009464859676882043,-0.00044307467760518193,-0.0026103379987034714,0.00011340617493260652,4.4020261157129426e-05,0.01906638547091175,-0.00038083776776169295,0.038471248070328874,8.048108429647982e-05,-0.0001948559656739235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
400,view,normal_A,validation_test_seen,eval,32,6.884824275970459,0.1452469676733017,0.0745920544133537,0.009472512610955164,0.0014253326585276227,0.020241914375219494,0.0067936279465357075,0.004379457452159841,-0.0012763800160655592,0.4658219980193722,0.5018655283544637,0.9123825333712988,0.0035589213148341514,0.24379411293193698,0.0,0.0001396930165356025,-0.0007339057610664668,9.133538696914911e-06,-0.0024685500279701955,0.00023164343292592093,9.269049360227655e-05,0.019342351901249277,0.00012975418645916337,0.03845816310944184,9.440967551199719e-05,-0.00016653956845402718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
400,view,normal_B,train,eval,16,6.884824275970459,0.1452469676733017,0.0745920544133537,0.011506781011121348,0.003566960775060579,0.023022621811833233,0.012262357895451714,0.00452574212977197,-0.0018479268728697207,0.41248939326181316,0.5053559933372557,0.8185210593561116,0.003645424949354492,0.2436581365764141,0.0,-0.00010805495548993349,-0.0009464859676882043,-0.00044307467760518193,-0.0026103379987034714,0.00011340617493260652,4.4020261157129426e-05,0.01906638547091175,-0.00038083776776169295,0.038471248070328874,8.048108429647982e-05,-0.0001948559656739235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
400,view,normal_B,validation_test_seen,eval,32,6.884824275970459,0.1452469676733017,0.0745920544133537,0.009472512610955164,0.0014253326585276227,0.020241914375219494,0.0067936279465357075,0.004379457452159841,-0.0012763800160655592,0.4658219980193722,0.5018655283544637,0.9123825333712988,0.0035589213148341514,0.24379411293193698,0.0,0.0001396930165356025,-0.0007339057610664668,9.133538696914911e-06,-0.0024685500279701955,0.00023164343292592093,9.269049360227655e-05,0.019342351901249277,0.00012975418645916337,0.03845816310944184,9.440967551199719e-05,-0.00016653956845402718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
400,view,remove_fixed_clip,train,eval,16,6.717682838439941,0.1452469676733017,0.06182262669036832,0.011444416246376932,0.004186870230569184,0.023207324265968055,0.01348248985959799,0.004311403434257954,-0.0015808007417206227,0.40493849868510723,0.5061620986320391,0.8019128431266124,0.00360673175600823,0.24376737792044878,0.0,-0.00017041972023434937,-0.0003265765121795994,-0.00025837222347036004,-0.0013902060345571954,-0.00010093252058140934,0.0003111463923062274,0.011515490894205772,0.0004252675270217804,0.021863031840829578,4.178789095021784e-05,-8.561462163925171e-05,0.0,-6.236476474441588e-05,0.0006199094555086049,0.0001847024541348219,0.001220131964146276,-0.00021433869551401585,0.000267126131149098,-0.007550894576705977,0.0008061052947834733,-0.016608216229499297,-3.869319334626198e-05,0.00010924134403467178,0.0,10
400,view,remove_fixed_clip,validation_test_seen,eval,32,6.717682838439941,0.1452469676733017,0.06182262669036832,0.009337126321042888,0.0019617330382288856,0.020217079727444798,0.007935145533338073,0.004181161915767007,-0.001026992540118954,0.45852197760186364,0.5023649602380154,0.8967044605418095,0.0035147113376297057,0.24388863239437342,0.0,4.30672662332654e-06,-0.0001975053813652039,-1.570110907778144e-05,-0.0013270324411678303,3.3347896533086896e-05,0.0003420779695488818,0.012042331483740738,0.0006291860700107805,0.02278009027995261,5.0199698307551444e-05,-7.202010601758957e-05,0.0,-0.00013538628991227597,0.0005364003797012629,-2.483464777469635e-05,0.0011415175868023653,-0.00019829553639283404,0.00024938747594660526,-0.007300020417508538,0.0004994318835516171,-0.015678072829489232,-4.420997720444575e-05,9.451946243643761e-05,0.0,25
400,view,remove_recomputed_clip,train,eval,16,6.717682838439941,0.14886082708835602,0.06187060925193926,0.011440280883107334,0.004195831428660313,0.02320590807357803,0.01349174902861705,0.0043055787100456655,-0.0015720064669721978,0.40497046212340077,0.5061847975010177,0.8019435061892368,0.0036065620370209217,0.2437687600031495,0.0,-0.00017455508350394666,-0.00031761531408847077,-0.0002597884158603847,-0.0013809468655381352,-0.00010675724479369819,0.0003199406670546523,0.011547454332499358,0.00044796639600046956,0.021893694903454088,4.16181719629094e-05,-8.423253893852234e-05,0.0,-6.650012801401317e-05,0.0006288706535997335,0.00018328626174479723,0.0012293911331653362,-0.0002201634197263047,0.00027592040589752287,-0.0075189311384123905,0.0008288041637621625,-0.016577553166874787,-3.886291233357042e-05,0.00011062342673540115,0.0,11
400,view,remove_recomputed_clip,validation_test_seen,eval,32,6.717682838439941,0.14886082708835602,0.06187060925193926,0.009333472422440536,0.001970778471331869,0.020214652206050232,0.007945228703647444,0.004176872222160455,-0.0010184307952840754,0.4585477624157773,0.502388074892173,0.8967177363397393,0.0035145574220223352,0.2438899944536388,0.0,6.528280209749937e-07,-0.00018845994826222068,-1.812863047234714e-05,-0.0013169492708584585,2.905820292653516e-05,0.0003506397143837603,0.012068116297654457,0.0006523007241683934,0.022793366077882356,5.004578270018101e-05,-7.065804675221443e-05,0.0,-0.00013904018851462752,0.0005454458128042461,-2.726216916926205e-05,0.001151600757111737,-0.00020258522999938577,0.00025794922078148375,-0.007274235603594821,0.00052254653770923,-0.015664797031559485,-4.4363892811816186e-05,9.588152170181274e-05,0.0,25
