source_step,target_loss,branch,split,mode,index,scene,frame,valid_mae_m,valid_bias_m,foreground_mae_m,foreground_bias_m,background_mae_m,background_bias_m,local_slope,local_correlation,local_contrast_ratio,local_difference_mae,sigmoid_derivative_mean,sigmoid_extreme_fraction,delta_valid_mae_m_from_before_optimizer,delta_valid_bias_m_from_before_optimizer,delta_foreground_mae_m_from_before_optimizer,delta_foreground_bias_m_from_before_optimizer,delta_background_mae_m_from_before_optimizer,delta_background_bias_m_from_before_optimizer,delta_local_slope_from_before_optimizer,delta_local_correlation_from_before_optimizer,delta_local_contrast_ratio_from_before_optimizer,delta_local_difference_mae_from_before_optimizer,delta_sigmoid_derivative_mean_from_before_optimizer,delta_sigmoid_extreme_fraction_from_before_optimizer,delta_valid_mae_m_from_normal_A,delta_valid_bias_m_from_normal_A,delta_foreground_mae_m_from_normal_A,delta_foreground_bias_m_from_normal_A,delta_background_mae_m_from_normal_A,delta_background_bias_m_from_normal_A,delta_local_slope_from_normal_A,delta_local_correlation_from_normal_A,delta_local_contrast_ratio_from_normal_A,delta_local_difference_mae_from_normal_A,delta_sigmoid_derivative_mean_from_normal_A,delta_sigmoid_extreme_fraction_from_normal_A
200,view,normal_A,train,eval,17024,scene_0066,128,0.009428640827536583,-0.0009455439867451787,0.025059064850211143,-0.005092719569802284,0.0037836136762052774,0.0005522348219528794,0.4465001371319489,0.40877307743557845,1.077563642387763,0.004767910111695528,0.24471251666545868,0.0,0.00019711069762706757,-0.0002898154780268669,-6.652623414993286e-05,-0.0014621228910982609,0.000292325159534812,0.00013357054558582604,0.010859912656346893,0.005373313581478134,0.011420592922932293,4.8667192459106445e-05,-9.669363498687744e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,train,eval,18560,scene_0072,128,0.010803820565342903,-0.004289533942937851,0.022955888882279396,-0.011982063762843609,0.00473097013309598,-0.00044528470607474446,0.5637743608518736,0.5548670385841648,1.0146805587972225,0.004569606855511665,0.24295024573802948,0.0,0.0004857173189520836,-0.0003845258615911007,0.0007605180144309998,-0.0016961945220828056,0.0003483877517282963,0.00027096440317109227,0.008808864533858651,-0.006620245748956699,0.027881749933371114,8.043274283409119e-05,-0.00015877187252044678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,train,eval,20352,scene_0079,128,0.0121486596763134,0.001188180991448462,0.01888277754187584,-0.0001240968849742785,0.005628076381981373,0.0024588480591773987,0.39850369964664556,0.3990681861230434,0.9984857561922862,0.0024842307902872562,0.24066360294818878,0.0,0.0003356738016009331,-0.0006232148734852672,0.0002727676182985306,-0.00154497277981136,0.00039658695459365845,0.00026931543834507465,0.011344400722399173,0.003533820327339676,0.01939277695056818,1.018540933728218e-05,-0.00021614134311676025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,train,eval,21888,scene_0085,128,0.010504307225346565,-0.002621325198560953,0.016227465122938156,-0.008076908998191357,0.005765011999756098,0.0018963952315971255,0.6158632291005077,0.5832352853096083,1.0564687814138183,0.00359737197868526,0.24238379299640656,0.0,0.00010565761476755142,-0.00047151558101177216,-0.00011688470840454102,-0.0012361956760287285,0.00028994446620345116,0.00016170949675142765,0.01892298590798669,0.005466868649879442,0.0226135713115303,-1.285690814256668e-06,-0.00015875697135925293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,train,eval,23680,scene_0092,128,0.00844020489603281,-0.001977306790649891,0.019074896350502968,-0.007777174934744835,0.004358919803053141,0.0002485143777448684,0.5317058196889811,0.480042672028461,1.102297891663226,0.004553328268229961,0.2441253960132599,0.0,0.000285993330180645,-0.0003492522519081831,8.9963898062706e-05,-0.0017402181401848793,0.0003612237051129341,0.00018456006364431232,0.019927630499611104,0.00654470779680516,0.026985485713704405,3.655906766653061e-06,-0.00013333559036254883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,train,eval,25472,scene_0099,128,0.011967798694968224,-0.001900096540339291,0.02267996035516262,-0.005873676855117083,0.005164051428437233,0.0006236922927200794,0.5424785406794775,0.39373485012623277,1.3785880624729439,0.004656699486076832,0.2424091100692749,0.0,0.00020638294517993927,-0.0005852764006704092,6.494112312793732e-05,-0.0019976110197603703,0.0002962164580821991,0.0003117570304311812,-0.003652554726894741,-0.013261601298688752,0.03614488800999616,0.00014154892414808273,-0.00021575391292572021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,128,scene_0100,128,0.00931394100189209,-0.004971434362232685,0.020543603226542473,-0.0192776657640934,0.004766624420881271,0.0008217034046538174,0.7429725884997338,0.5029063669589037,1.4736121124671882,0.00312796444632113,0.24371249973773956,0.0,0.0006211539730429649,-0.00019763363525271416,0.001247180625796318,-0.0013594422489404678,0.0003676535561680794,0.0002728268154896796,0.009936390144980378,-0.00035229524798696676,0.020927298491668633,4.7498615458607674e-05,-0.00012230873107910156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,384,scene_0101,128,0.010514714755117893,-0.006855867803096771,0.02154260315001011,-0.02055729553103447,0.0050599523819983006,-7.868279499234632e-05,0.8005727324622542,0.5661073419824675,1.4071514187871466,0.0029372847639024258,0.24309206008911133,0.0,0.0007331538945436478,-0.00039389124140143394,0.001455770805478096,-0.0017567407339811325,0.0003757243975996971,0.00028021929756505415,0.014664838203704789,-0.002617220938032183,0.03252782242911256,5.952175706624985e-05,-0.00016786158084869385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,640,scene_0102,128,0.00912009458988905,-0.0019434913992881775,0.023308981209993362,-0.006091666407883167,0.004614880308508873,-0.0006263747345656157,0.36537949051048263,0.3933802317266711,0.9255723358566587,0.004169226158410311,0.24431486427783966,0.0,0.0003190981224179268,-0.00020375987514853477,0.0004588291049003601,-0.0015438152477145195,0.0002747313119471073,0.00022173073375597596,0.008499266440147257,-0.000838029534093121,0.02333580918526168,6.747618317604065e-05,-0.00011061131954193115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,896,scene_0103,128,0.008635815232992172,-0.0027148830704391003,0.020245570689439774,-0.011356557719409466,0.004327467177063227,0.0004920171923004091,0.36260548123988967,0.5074173504388836,0.7180490541238471,0.004909589886665344,0.2439434826374054,0.0,0.00032655149698257446,-0.0002413943875581026,0.0003551393747329712,-0.001528564840555191,0.0003159409388899803,0.00023627062910236418,0.024289453714479048,0.02040015698626607,0.019414431027753976,-2.3053959012031555e-05,-0.00011898577213287354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,1152,scene_0104,128,0.008956128731369972,-0.006454445421695709,0.02439960464835167,-0.023543376475572586,0.0034900892060250044,-0.000406016712076962,0.5695301106263629,0.40448684981377603,1.3982799168298803,0.0033604109194129705,0.2439996600151062,0.0,0.0004797196015715599,-0.00015996070578694344,0.0010563936084508896,-0.001337965950369835,0.0002756121102720499,0.00025697925593703985,0.006349439464276241,-0.003264900640947088,0.0273055510523299,3.578187897801399e-05,-9.898841381072998e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,1408,scene_0105,128,0.008704005740582943,-0.0037894081324338913,0.020655542612075806,-0.008978676982223988,0.00419234111905098,-0.0018304770346730947,0.5977803762202939,0.5587957084021018,1.0705608393316215,0.004341206979006529,0.24386954307556152,0.0,0.0003942083567380905,-0.00028418703004717827,0.0007658340036869049,-0.0015871226787567139,0.00025391997769474983,0.00020766700617969036,0.007810829700574895,-0.0032266782108926195,0.019973450259608727,0.00011871522292494774,-0.0001251697540283203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,1664,scene_0106,128,0.011215418577194214,-0.006519467104226351,0.01682317443192005,-0.013395141810178757,0.005825144704431295,8.955490920925513e-05,0.7488650606852342,0.6420231843393048,1.1559054871167838,0.002468637190759182,0.2408829927444458,0.0,0.0005866214632987976,-0.0005139056593179703,0.000687791034579277,-0.0014498913660645485,0.0004893760196864605,0.0003857815536321141,0.007008183790804923,-0.007313012911858707,0.023650610862423704,3.4797005355358124e-05,-0.00021505355834960938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,1920,scene_0107,128,0.012874342501163483,0.004489191807806492,0.03015269711613655,0.010255955159664154,0.004342923406511545,0.0016417757142335176,0.45950701278305256,0.3279295947333001,1.4048620199452448,0.005991671700030565,0.24300116300582886,0.0,-2.6557594537734985e-05,-0.0007019545882940292,-0.0005044024437665939,-0.0024581672623753548,0.00020938459783792496,0.0001651989296078682,0.022399694077949395,0.0069990123111184355,0.03604153165319346,5.986588075757027e-05,-0.00020863115787506104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,2176,scene_0108,128,0.012537234462797642,-0.00620934646576643,0.02112983725965023,-0.017516588792204857,0.006557253655046225,0.0016598730580881238,0.5879945064665469,0.4350505202309036,1.354685230726121,0.0037370906211435795,0.24180254340171814,0.0,0.0008306838572025299,-0.0005083703435957432,0.0013738647103309631,-0.0016717296093702316,0.00045265862718224525,0.0003012632951140404,0.01567728689726844,0.0026587187316745586,0.027744480332929644,6.504706107079983e-05,-0.00020582973957061768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,2432,scene_0109,128,0.01812899298965931,-2.9066106890240917e-06,0.03127262741327286,-0.002035312121734023,0.007337340619415045,0.0016658104723319411,0.37542298656972506,0.4488901570232466,0.8333713897592376,0.003794303396716714,0.2423112988471985,0.0,0.0003297850489616394,-0.0004838630959511647,0.0002780985087156296,-0.0013447507517412305,0.0003722207620739937,0.00022297340910881758,0.004217050800999156,-0.007379851265366555,0.023142857792977534,4.5748427510261536e-05,-0.00016424059867858887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,2688,scene_0110,128,0.011846181936562061,-0.004414415452629328,0.023478826507925987,-0.012705673463642597,0.00576354144141078,-7.896659371908754e-05,0.4360679478048415,0.44071371169310763,0.9906226777392544,0.003554991912096739,0.24288077652454376,0.0,0.00040848180651664734,-0.000441236887127161,0.000551074743270874,-0.0015656063333153725,0.00033392105251550674,0.00014668892254121602,0.01028877728416333,-0.0009999880340078038,0.025316919576181762,6.425264291465282e-05,-0.00015649199485778809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,2944,scene_0111,128,0.009820266626775265,-0.004196395631879568,0.014884859323501587,-0.011407335288822651,0.0060697151347994804,0.001143620116636157,0.46887846030113534,0.48075544830028366,0.9727542647376377,0.0028279083780944347,0.2429429143667221,0.0,0.00042606424540281296,-0.0003436270635575056,0.0004832828417420387,-0.0010874047875404358,0.00038369186222553253,0.00020717282313853502,0.014653071993493083,0.004758204961331003,0.02104179470569023,4.3135834857821465e-05,-0.00012803077697753906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,3200,scene_0112,128,0.010569321922957897,-0.004202250856906176,0.018757052719593048,-0.01522268820554018,0.006334460806101561,0.0014977422542870045,0.5534847905822812,0.5223114154592732,1.0599814124967561,0.004091459792107344,0.24316780269145966,0.0,0.0005252016708254814,-0.00036679720506072044,0.0008598156273365021,-0.0015239985659718513,0.0003521302714943886,0.0002317314501851797,0.014393113276598757,0.002385778208834566,0.022753631825504606,3.907224163413048e-05,-0.00015814602375030518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,3456,scene_0113,128,0.011026776395738125,-0.0042124297469854355,0.022951150313019753,-0.01422776747494936,0.0050131529569625854,0.0008384397369809449,0.3576398263298121,0.32245442352667125,1.1075337324637449,0.005015763454139233,0.24299025535583496,0.0,0.00040443055331707,-0.00044388463720679283,0.000494781881570816,-0.001829640008509159,0.0003588646650314331,0.0002549701021052897,0.010643232243664091,0.003513806032216682,0.021314168988087134,4.782341420650482e-05,-0.0001684427261352539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,3712,scene_0114,128,0.011804620735347271,-0.0011531481286510825,0.02903979830443859,-0.0032330139074474573,0.004591528791934252,-0.0002827037824317813,0.45178925252416097,0.45531919742118887,0.9940858023687881,0.00496298260986805,0.243491068482399,0.0,0.0001461012288928032,-0.0003427824703976512,-0.00011813268065452576,-0.0016744944732636213,0.0002566860057413578,0.0002145519247278571,0.022246822958539247,0.00952885818352417,0.02841407445718458,2.6407651603221893e-05,-0.00014829635620117188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,3968,scene_0115,128,0.013732542283833027,0.000976766925305128,0.04251338541507721,0.004386601969599724,0.003893587738275528,-0.00018891158106271178,0.24317379696905458,0.2915053070261438,0.8341692233939756,0.004468154162168503,0.24407723546028137,0.0,0.00010103173553943634,-0.00035056343767791986,-0.00010230764746665955,-0.0018461504951119423,0.00017054611817002296,0.00016071480058599263,0.000809155104086301,-0.008857547925037956,0.027447712861627283,6.43264502286911e-05,-0.00012330710887908936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,4224,scene_0116,128,0.014115408062934875,0.007492152974009514,0.031130162999033928,0.01717299409210682,0.005225819069892168,0.0024342676624655724,0.3444327594656334,0.3032006175503078,1.1387905109155996,0.004503187257796526,0.24292400479316711,0.0,-0.00015185493975877762,-0.00047049764543771744,-0.0010331030935049057,-0.001863805577158928,0.0003085620701313019,0.0002574566751718521,0.004011924869141981,-0.0062371921059371505,0.0364587063699795,7.232418283820152e-05,-0.0001758486032485962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,4480,scene_0117,128,0.007575932424515486,-0.0028098777402192354,0.01644095964729786,-0.013261615298688412,0.0043136803433299065,0.0010362695902585983,0.9648457505300608,0.6249625759997841,1.5388563623699325,0.0030157396104186773,0.24373963475227356,0.0,0.000380645040422678,-0.00029212399385869503,0.0007204767316579819,-0.001704658381640911,0.0002555893734097481,0.00022767618065699935,0.023245382317436225,-0.00044829243016086817,0.03917490514598243,6.681005470454693e-05,-0.00013646483421325684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,4736,scene_0118,128,0.009343269281089306,-0.004815336316823959,0.019610214978456497,-0.016336141154170036,0.004395492374897003,0.0007366916397586465,0.6296763055018969,0.46546419414465445,1.348690041283871,0.0032888404093682766,0.24295388162136078,0.0,0.0004260474815964699,-0.0004173964262008667,0.0006824769079685211,-0.0018946416676044464,0.0003024693578481674,0.0002945074811577797,0.009429784638031569,-0.00035290155727096817,0.024774577117283147,6.034993566572666e-05,-0.00018936395645141602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,4992,scene_0119,128,0.012221775017678738,-0.0004554675833787769,0.02395291067659855,-0.005958249792456627,0.005841503851115704,0.0025373573880642653,0.3138391401090768,0.2911478300609385,1.0829361798049528,0.004598662257194519,0.2428591251373291,0.0,0.0002889493480324745,-0.00046564604599552695,0.00015143118798732758,-0.0017489218153059483,0.0003637392073869705,0.0002322958316653967,0.010496350347579453,0.005441242215462938,0.014849669516955988,3.1620264053344727e-05,-0.00017167627811431885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,5248,scene_0120,128,0.009647647850215435,-0.0038906275294721127,0.020900292322039604,-0.015379549004137516,0.0045899502001702785,0.0012732672039419413,0.6276510744305702,0.4370802146380037,1.435548870778461,0.004914809949696064,0.24337008595466614,0.0,0.0006246622651815414,-0.0003253223840147257,0.001107165589928627,-0.0014703795313835144,0.00040779169648885727,0.0001893426524475217,0.014190416085536839,-0.00023168818295177251,0.03379511810117064,6.812857463955879e-05,-0.00013583898544311523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,5504,scene_0121,128,0.010204276069998741,-0.0013075892347842455,0.020933808758854866,-0.005826493259519339,0.0046143364161252975,0.0010466983076184988,0.4726312887957581,0.38712340634275305,1.2248245408469685,0.004058139864355326,0.24326525628566742,0.0,0.0004163673147559166,-0.000308738905005157,0.00044898129999637604,-0.0014101057313382626,0.0003993762657046318,0.0002650587121024728,0.008046145109275593,-0.003427893927528569,0.030969609511649843,7.339660078287125e-05,-0.0001396089792251587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,5760,scene_0122,128,0.00788404792547226,-0.0025976269971579313,0.01211625337600708,-0.009767983108758926,0.0051750242710113525,0.0019920996855944395,0.6067903952060626,0.602759308958988,1.0054984391207862,0.0026617241092026234,0.24146394431591034,0.0,0.0007001245394349098,-0.000502702547237277,0.0010893726721405983,-0.0017487239092588425,0.00045096687972545624,0.00029487337451428175,0.01583664942830265,0.00047100212936657115,0.02585838961481246,2.964213490486145e-05,-0.0002057403326034546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,6016,scene_0123,128,0.01377334538847208,0.0012191503774374723,0.028060264885425568,0.002731571439653635,0.005712808109819889,0.0003658581990748644,0.4775407019208724,0.6344400772971961,0.753547022025086,0.0045861611142754555,0.24247397482395172,0.0,0.00027110055088996887,-0.0006528474623337388,-2.4257227778434753e-05,-0.00216720812022686,0.00043773697689175606,0.00020153926743660122,0.01885384142142893,0.0022077683632742984,0.02751335731528126,5.6735705584287643e-05,-0.00021608173847198486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,6272,scene_0124,128,0.010177471674978733,-0.0050993082113564014,0.018494397401809692,-0.01354917325079441,0.005508248694241047,-0.00035545160062611103,0.4886864802272159,0.4613376554516954,1.0659114103764422,0.003893278306350112,0.2429894357919693,0.0,0.0006204713135957718,-0.0003761928528547287,0.0010211523622274399,-0.0014616400003433228,0.00039552338421344757,0.00023318943567574024,0.011819364530843979,-0.004358767042710487,0.035284789289641294,9.396928362548351e-05,-0.00015138089656829834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,view,normal_A,validation_test_seen,eval,6528,scene_0125,128,0.017795167863368988,0.009816146455705166,0.04560380429029465,0.0274066012352705,0.005586419720202684,0.0020934592466801405,0.30714609368604695,0.3225711617839691,0.9447316317205905,0.005321167409420013,0.24340584874153137,0.0,0.00010669603943824768,-0.00031627342104911804,-0.0003260113298892975,-0.0014354642480611801,0.000296667218208313,0.00017508177552372217,0.00380251999509279,-0.0011567887415098177,0.015253828785685375,6.588920950889587e-05,-0.00012508034706115723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
